

('Nike Men Blue T20 Indian Cricket Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/1.jpg', 10, 'nike-men-blue-t20-indian-cricket-jersey'),
('Jealous 21 Women Yellow Basic Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1276.jpg', 10, 'jealous-21-women-yellow-basic-top'),
('UCB Womens Pleat At Back Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1277.jpg', 10, 'ucb-womens-pleat-at-back-yellow-t-shirt'),
('UCB Womens Photo Prints Light Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1278.jpg', 10, 'ucb-womens-photo-prints-light-green-t-shirt'),
('UCB Womens Basic Round Neck White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1279.jpg', 10, 'ucb-womens-basic-round-neck-white-t-shirt'),
('UCB Womens V Neck Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1280.jpg', 10, 'ucb-womens-v-neck-black-t-shirt'),
('UCB Womens Crystal Benetton At Front White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1281.jpg', 10, 'ucb-womens-crystal-benetton-at-front-white-t-shirt'),
('UCB Womens Epaulettes On Sleeve White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1282.jpg', 10, 'ucb-womens-epaulettes-on-sleeve-white-t-shirt'),
('UCB Womens Epaulettes On Sleeve Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1283.jpg', 10, 'ucb-womens-epaulettes-on-sleeve-pink-t-shirt'),
('Forever New Women Stripe Top Lace Peach Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Peach', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1284.jpg', 10, 'forever-new-women-stripe-top-lace-peach-top'),
('Forever New Women Golden Prints Cream Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1285.jpg', 10, 'forever-new-women-golden-prints-cream-top'),
('Forever New Women Casual Cream Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1286.jpg', 10, 'forever-new-women-casual-cream-top'),
('Forever New Women Light Brown & Grey Striped Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1287.jpg', 10, 'forever-new-women-light-brown-grey-striped-shirt'),
('Forever New Women V Neck Printed Blue Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1288.jpg', 10, 'forever-new-women-v-neck-printed-blue-top'),
('Forever New Women Multi Coloured Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Multi', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1289.jpg', 10, 'forever-new-women-multi-coloured-top'),
('Forever New Women Peach Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Peach', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1290.jpg', 10, 'forever-new-women-peach-jacket'),
('Forever New Women Soft Magnolia Pink Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1291.jpg', 10, 'forever-new-women-soft-magnolia-pink-jacket'),
('Forever New Women Long Blue Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1292.jpg', 10, 'forever-new-women-long-blue-jacket'),
('Forever New Women Peach Floral Lace Neckline Peach Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Peach', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1293.jpg', 10, 'forever-new-women-peach-floral-lace-neckline-peach-top'),
('Forever New Women Long Black Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1294.jpg', 10, 'forever-new-women-long-black-jacket'),
('Forever New Women Sleeveless Peach Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Peach', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1295.jpg', 10, 'forever-new-women-sleeveless-peach-top'),
('Forever New Women Long Peach Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1296.jpg', 10, 'forever-new-women-long-peach-jacket'),
('Forever New Women Floral Trendy Purple Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1297.jpg', 10, 'forever-new-women-floral-trendy-purple-top'),
('Forever New Women Ivory Cream Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1298.jpg', 10, 'forever-new-women-ivory-cream-jacket'),
('Forever New Women Puff Sleeve Tux Black Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1299.jpg', 10, 'forever-new-women-puff-sleeve-tux-black-jacket'),
('Forever New Women Indigo Wash Blue Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1300.jpg', 10, 'forever-new-women-indigo-wash-blue-jacket'),
('Forever New Womens Cream Floral Print Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1301.jpg', 10, 'forever-new-womens-cream-floral-print-top'),
('Forever New Women Stone Cream Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1302.jpg', 10, 'forever-new-women-stone-cream-jacket'),
('Forever New Womens White Blue Printed Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1303.jpg', 10, 'forever-new-womens-white-blue-printed-top'),
('Forever New Women Long Black Jacket', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1304.jpg', 10, 'forever-new-women-long-black-jacket'),
('Forever New Women Ditsy Print White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1305.jpg', 10, 'forever-new-women-ditsy-print-white-top'),
('Forever New Women Floral Multiprint White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1306.jpg', 10, 'forever-new-women-floral-multiprint-white-top'),
('Forever New Women Ivory Printed White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1307.jpg', 10, 'forever-new-women-ivory-printed-white-top'),
('Forever New Women Embellishments Cream Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1308.jpg', 10, 'forever-new-women-embellishments-cream-top'),
('Forever New Women Peach With Polka Dots Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Peach', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1309.jpg', 10, 'forever-new-women-peach-with-polka-dots-top'),
('Tantra Womens Farm Ville Brick Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1310.jpg', 10, 'tantra-womens-farm-ville-brick-red-t-shirt'),
('Tantra Womens Road Signs Purple T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1311.jpg', 10, 'tantra-womens-road-signs-purple-t-shirt'),
('Tantra Womens Mudra Cream T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1312.jpg', 10, 'tantra-womens-mudra-cream-t-shirt'),
('Tantra Womens Cool Orange T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Orange', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1313.jpg', 10, 'tantra-womens-cool-orange-t-shirt'),
('Tantra Womens Re-incarnation Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1314.jpg', 10, 'tantra-womens-re-incarnation-pink-t-shirt'),
('Tantra Womens Cool Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1315.jpg', 10, 'tantra-womens-cool-red-t-shirt'),
('Tantra Womens Re-incarnation Cream T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1316.jpg', 10, 'tantra-womens-re-incarnation-cream-t-shirt'),
('Tantra Womens Rupee Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1317.jpg', 10, 'tantra-womens-rupee-black-t-shirt'),
('Tantra Womens Page 03 Grey T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1318.jpg', 10, 'tantra-womens-page-03-grey-t-shirt'),
('Tantra Womens Rupee White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1319.jpg', 10, 'tantra-womens-rupee-white-t-shirt'),
('Tantra Womens Page 03 Burgundy T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Maroon', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1320.jpg', 10, 'tantra-womens-page-03-burgundy-t-shirt'),
('Asics Women White Graphic T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1321.jpg', 10, 'asics-women-white-graphic-t-shirt'),
('Asics Womens Running Graphic Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1322.jpg', 10, 'asics-womens-running-graphic-black-t-shirt'),
('s.Oliver Womens Tank Brown Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1323.jpg', 10, 's-oliver-womens-tank-brown-top'),
('s.Oliver Women Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1324.jpg', 10, 's-oliver-women-blue-t-shirt'),
('s.Oliver Womens Printed Top Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1325.jpg', 10, 's-oliver-womens-printed-top-blue-t-shirt'),
('s.Oliver Women Grey Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1326.jpg', 10, 's-oliver-women-grey-top'),
('s.Oliver Womens Striped Light Blue Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1327.jpg', 10, 's-oliver-womens-striped-light-blue-top'),
('s.Oliver Women Striped Pink Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1328.jpg', 10, 's-oliver-women-striped-pink-top'),
('s.Oliver Womens Green Blouse Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1329.jpg', 10, 's-oliver-womens-green-blouse-shirt'),
('s.Oliver Women Printed Mauve Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Mauve', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1330.jpg', 10, 's-oliver-women-printed-mauve-top'),
('S.Oliver Women Pink Tank Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1331.jpg', 10, 's-oliver-women-pink-tank-top'),
('s.Oliver Womens Department Refined Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1332.jpg', 10, 's-oliver-womens-department-refined-red-t-shirt'),
('s.Oliver Womens Sky Blue Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1333.jpg', 10, 's-oliver-womens-sky-blue-top'),
('s.Oliver Women Meganta Printed T-Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Magenta', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1334.jpg', 10, 's-oliver-women-meganta-printed-t-shirt'),
('s.Oliver Womens Purple Blouse Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1335.jpg', 10, 's-oliver-womens-purple-blouse-top'),
('s.Oliver Women Printed Puple Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1336.jpg', 10, 's-oliver-women-printed-puple-top'),
('s.Oliver Women White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1337.jpg', 10, 's-oliver-women-white-t-shirt'),
('s.Oliver Womens White Blouse Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1338.jpg', 10, 's-oliver-womens-white-blouse-top'),
('S.Oliver Women Blue Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1339.jpg', 10, 's-oliver-women-blue-top'),
('s.Oliver Women White Liberty FreedomT-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1340.jpg', 10, 's-oliver-women-white-liberty-freedomt-shirt'),
('s.Oliver Women Black Tank  Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1341.jpg', 10, 's-oliver-women-black-tank-top'),
('Urban Yoga Womens Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1342.jpg', 10, 'urban-yoga-womens-green-t-shirt'),
('Urban Yoga Womens White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1343.jpg', 10, 'urban-yoga-womens-white-t-shirt'),
('Scullers For Her Women Lace Black Silver Tunics', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1344.jpg', 10, 'scullers-for-her-women-lace-black-silver-tunics'),
('Scullers For Her Women Light Work Red Check Shirts', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1345.jpg', 10, 'scullers-for-her-women-light-work-red-check-shirts'),
('Scullers For Her Women Light Work Blue Check Shirts', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1346.jpg', 10, 'scullers-for-her-women-light-work-blue-check-shirts'),
('Scullers For Her Women Lace Gold Black Tunics', 'Mô tả', 'Mô tả chi tiết', 150000, 'Gold', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1347.jpg', 10, 'scullers-for-her-women-lace-gold-black-tunics'),
('Scullers For Her Women Light Work Purple Check Shirts', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1348.jpg', 10, 'scullers-for-her-women-light-work-purple-check-shirts'),
('Scullers For Her Women Light Work Blue Shirts', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1349.jpg', 10, 'scullers-for-her-women-light-work-blue-shirts'),
('Scullers For Her Womens Wow Knit Blue Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1350.jpg', 10, 'scullers-for-her-womens-wow-knit-blue-top'),
('Scullers For Her Women Light Work Navy Blue Shirts', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1351.jpg', 10, 'scullers-for-her-women-light-work-navy-blue-shirts'),
('Scullers For Her Womens Wow Knit Red Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1352.jpg', 10, 'scullers-for-her-womens-wow-knit-red-top'),
('Scullers For Her Women Light Work Red Shirts', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1353.jpg', 10, 'scullers-for-her-women-light-work-red-shirts'),
('Scullers For Her Womens Wow Knit Grey Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1354.jpg', 10, 'scullers-for-her-womens-wow-knit-grey-top'),
('Scullers For Her Women Rivited Indigo Check Blue Shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1355.jpg', 10, 'scullers-for-her-women-rivited-indigo-check-blue-shirt'),
('Scullers For Her Womens Wow Knit Black Purple Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1356.jpg', 10, 'scullers-for-her-womens-wow-knit-black-purple-top'),
('Scullers For Her Women Rivited Check Black Shirts', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1357.jpg', 10, 'scullers-for-her-women-rivited-check-black-shirts'),
('Scullers For Her Womens Knit Black White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1358.jpg', 10, 'scullers-for-her-womens-knit-black-white-top'),
('Scullers For Her Womens Fashion Summer Lite Ash Grey Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1359.jpg', 10, 'scullers-for-her-womens-fashion-summer-lite-ash-grey-top'),
('Scullers For Her Women Fashion Summer  Beige Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Beige', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1360.jpg', 10, 'scullers-for-her-women-fashion-summer-beige-top'),
('Scullers For Her Women Fashion Summer Black Tunics', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1361.jpg', 10, 'scullers-for-her-women-fashion-summer-black-tunics'),
('Scullers For Her Women Fashion Summer Lite Aubergine Tunics', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1362.jpg', 10, 'scullers-for-her-women-fashion-summer-lite-aubergine-tunics'),
('Jealous 21 Women Off White Flower Printed Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1363.jpg', 10, 'jealous-21-women-off-white-flower-printed-top'),
('Jealous 21 Women Blue Flower Printed Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1364.jpg', 10, 'jealous-21-women-blue-flower-printed-top'),
('Jealous 21 Womens Lost White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1365.jpg', 10, 'jealous-21-womens-lost-white-top'),
('Jealous 21 Womens BFF Printed White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1366.jpg', 10, 'jealous-21-womens-bff-printed-white-top'),
('Jealous 21 Women Knit Butterfly Print White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1367.jpg', 10, 'jealous-21-women-knit-butterfly-print-white-top'),
('Jealous 21 Women White Girl With Fan T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1368.jpg', 10, 'jealous-21-women-white-girl-with-fan-t-shirt'),
('Jealous 21 Women Shimmery Flower Print Green Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1369.jpg', 10, 'jealous-21-women-shimmery-flower-print-green-top'),
('Jealous 21 Womens Shimmery Flower Print Grey Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Grey', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1370.jpg', 10, 'jealous-21-womens-shimmery-flower-print-grey-top'),
('Jealous 21 Women White Knit With Face Printed Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1371.jpg', 10, 'jealous-21-women-white-knit-with-face-printed-top'),
('Jealous 21 Womens Round Neck White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1372.jpg', 10, 'jealous-21-womens-round-neck-white-top'),
('Jealous 21 Women White Pink Lady With The Hat Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1373.jpg', 10, 'jealous-21-women-white-pink-lady-with-the-hat-top'),
('Jealous 21 Women Band With Blue Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1374.jpg', 10, 'jealous-21-women-band-with-blue-top'),
('Jealous 21 Women Lady With The Hat Blue Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1375.jpg', 10, 'jealous-21-women-lady-with-the-hat-blue-top'),
('Jealous 21 Women Shimmery Patch Purple Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1376.jpg', 10, 'jealous-21-women-shimmery-patch-purple-top'),
('Jealous 21 Women Shimmery Patch Black Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1377.jpg', 10, 'jealous-21-women-shimmery-patch-black-top'),
('Jealous 21 Womens Pink Flowers Offwhite Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1378.jpg', 10, 'jealous-21-womens-pink-flowers-offwhite-top'),
('Jealous 21 Women Black Flower Print Pink Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1379.jpg', 10, 'jealous-21-women-black-flower-print-pink-top'),
('Jealous 21 Womens Flower Printed White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1380.jpg', 10, 'jealous-21-womens-flower-printed-white-top'),
('Jealous 21 Women Purple Printed White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1381.jpg', 10, 'jealous-21-women-purple-printed-white-t-shirt'),
('Jealous 21 Women White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1382.jpg', 10, 'jealous-21-women-white-t-shirt'),
('Scullers For Her Women Layered Tunics Black Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1383.jpg', 10, 'scullers-for-her-women-layered-tunics-black-top'),
('Scullers For Her Women Layered  Brown Tunics', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1384.jpg', 10, 'scullers-for-her-women-layered-brown-tunics'),
('Jealous 21 Women Band With Pink Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/1385.jpg', 10, 'jealous-21-women-band-with-pink-top'),
('UCB Women Stripe Short Sleeve Blue White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1386.jpg', 10, 'ucb-women-stripe-short-sleeve-blue-white-top'),
('UCB Womens Short Sleeve Blue Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1387.jpg', 10, 'ucb-womens-short-sleeve-blue-red-t-shirt'),
('UCB Women Short Sleeve Black Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1388.jpg', 10, 'ucb-women-short-sleeve-black-top'),
('UCB Womens Short Sleeve Pink Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1389.jpg', 10, 'ucb-womens-short-sleeve-pink-top'),
('UCB Women Racer Back Pink Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1390.jpg', 10, 'ucb-women-racer-back-pink-top'),
('UCB Women Sleeveless White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1391.jpg', 10, 'ucb-women-sleeveless-white-top'),
('UCB Womens Sleeveless Light Blue Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1392.jpg', 10, 'ucb-womens-sleeveless-light-blue-top'),
('UCB Women Quarter Sleeve Pink Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1393.jpg', 10, 'ucb-women-quarter-sleeve-pink-top'),
('UCB Womens Short Sleeve Round Neck Pink Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1394.jpg', 10, 'ucb-womens-short-sleeve-round-neck-pink-top'),
